Стоимость,Модель,Город,Пробег,Объём двигателя,Возраст мотоцикла,Коробка (код),Тактность (код),Подача топлива (код),Топливо_бензин,Топливо_газ,Топливо_дизель,Топливо_электро,Город_Другое,Город_Ленинградская область,Город_Москва,Город_Московская область,Город_Прочие города миллионники,Город_Санкт-Петербург,Бренд_Benelli,Бренд_CFMoto,Бренд_Ducati,Бренд_Harley-Davidson,Бренд_Honda,Бренд_Indian,Бренд_Kawasaki,Бренд_MV Agusta,Бренд_Royal Enfield,Бренд_Suzuki,Бренд_Triumph,Бренд_Yamaha,Бренд_Другое
230000,Suzuki RM-Z 250,Майма,100.0,250,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Rockot Motors Red Fury,Майкоп,2188.0,300,3,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,VMC 140,Юрга,0.0,250,1,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Kawasaki KDX 220,Новотроицк,1.0,220,31,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Honda CBR 250,Уссурийск,20000.0,250,30,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Honda Steed 400,Комсомольск-на-Амуре,12000.0,400,23,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,KTM 200 Duke,Уссурийск,,200,12,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Suzuki Bandit,Бердск,,249,33,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Kawasaki ZZR 400,Ачинск,27000.0,400,28,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Kawasaki ZZR 400 2,Хабаровск,27417.0,400,22,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Yamaha YZF-R15,Уссурийск,,150,9,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Sharmax Sport 280,Юрга,617.0,250,2,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Suzuki RM 125,Владивосток,1000.0,125,26,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Yamaha TT-R 250 Raid,Иркутск,30000.0,250,29,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Honda CB 400,Владивосток,18584.0,400,30,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Zuumav FX K8 NB300,Новосибирск,0.0,300,1,,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,KTM 85 SX,Чита,3000.0,85,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Kawasaki KLX 250,Абакан,,250,30,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Regulmoto Legend 300,Уссурийск,300.0,298,2,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Bajaj Pulsar NS 200,Медвежьегорск,4500.0,200,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,STELS Flame 200,Красноярск,19000.0,200,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Honda SL 230,Уссурийск,18000.0,230,25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Yamaha XJR 400,Артём,25325.0,400,26,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Kawasaki KLX 250,Петропавловск-Камчатский,,250,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Kawasaki KLX 125,Уссурийск,,125,15,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Regulmoto CR-Z 300,Артём,900.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Kawasaki Z 750,Тюмень,5000.0,60,38,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Avantis A7 Premium,Новосергиевка,5000.0,300,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Kawasaki D-Tracker 250,Кемерово,47500.0,250,19,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,KTM 200 Duke,Владивосток,14480.0,200,13,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Roliz Sport-009,Горно-Алтайск,10000.0,250,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Kawasaki Ninja,Иркутск,200.0,,1,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Yamaha Majesty 250,Новосибирск,31000.0,250,23,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Yamaha XJR 400,Владивосток,44000.0,400,25,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Suzuki Skywave 400,Бердск,11500.0,385,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Regulmoto Duke 300,Хабаровск,6.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Suzuki Bandit,Томск,17000.0,250,30,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Yamaha XT 225,Хабаровск,10000.0,225,26,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Yamaha TT-R,Елизово,,250,32,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Yamaha XJR 400,Иркутск,25000.0,390,27,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Sharmax Power Max 250,Сургут,100.0,250,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Yamaha WR 400F,Вольно-Надеждинское,90.0,399,26,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Suzuki VS 400 Intruder,Арсеньев,30000.0,400,31,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Racer Storm,Купино,2000.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Honda CBF 125 Stunner,Иркутск,1200.0,125,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Yamaha TT-R 250 Raid,Уссурийск,50000.0,250,31,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Bajaj Avenger 220 Cruise,Новотитаровская,2600.0,220,3,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,KTM 640 Duke II,Москва,48500.0,625,20,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Suzuki GrassTracker,Катав-Ивановск,16000.0,250,21,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Motoland XT300 ST,Новоалександровск,100.0,300,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Honda CRM250R,Находка,,250,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Honda VTR 250,Екатеринбург,54000.0,250,26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Sharmax Power Max 280,Владивосток,250.0,250,1,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Honda XLR 250 Baja,Владивосток,22000.0,250,31,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,BSE Z7,Нахабино,1200.0,300,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Suzuki RM-Z 250,Владивосток,,250,19,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Regulmoto Duke 300,Омск,10.0,223,1,,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Honda CR 125,Красноярск,1.0,125,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Honda CB 400SF,Абакан,,400,32,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Yamaha YBR 125,Хабаровск,500.0,125,11,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Suzuki Djebel 200,Новосибирск,46000.0,200,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Kawasaki ZZR 1100 Ninja,Благовещенск,200000.0,1100,32,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,BRZ X5M,Набережные Челны,90.0,250,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Suzuki SV 650S,Чита,70000.0,650,26,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Regulmoto Crosstrec 300,Владивосток,1000.0,300,2,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Regulmoto Legend 300,Елец,2000.0,300,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Honda XR 250,Бийск,30000.0,250,29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Yamaha Virago,Тихорецк,41500.0,250,32,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,JHL LX2,Нытва,1500.0,250,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Regulmoto Legend 300,Новосибирск,0.0,300,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Racer SR-X2 Cross X2,Троицкое,2325.0,300,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Honda Shadow 400,Сковородино,26600.0,400,28,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Avantis A6 Lux,Бийск,1350.0,280,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Kawasaki KL250 Super Sherpa,Уссурийск,,250,25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Yamaha TW 200,Чернышевск,10000.0,200,25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230000,Lifan KPT200,Щёкино,4400.0,200,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Suzuki RF 400R,Благовещенск,23000.0,400,27,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230000,Honda CR 250R,Белокуриха,15.0,250,28,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Kawasaki KX 250,Свободный,1.0,250,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Kawasaki ZXR 750 Stinger,Новосибирск,25000.0,750,34,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230000,Honda XR 250,Уссурийск,100.0,250,29,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Honda CBR 250R,Уссурийск,,250,14,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,Regulmoto Sport-003 PR Pro,Приаргунск,1500.0,300,1,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,Honda NSR,Большеречье,11000.0,150,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230000,BSE Z6 Y,Котельниково,1600.0,250,3,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231000,Honda PC 800,Владивосток,39000.0,800,28,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
232000,Regulmoto Athlete Pro,Томск,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232000,Kawasaki ZZR 400,Красноярск,59000.0,399,25,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
233000,Kews K16 NB300,Москва,5.0,300,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233000,Regulmoto Duke 300,Владивосток,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233050,Racer Ranger RC250-GY8A,Бийск,0.0,250,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233270,Rockot Motors Tekken-Hound,Барнаул,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233700,Kayo T2 300 Enduro PR,Кемерово,0.0,300,2,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234000,Regulmoto ZR PR 4 valves,Бийск,0.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234990,BSE Z3 Y,Красноярск,0.0,250,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Sharmax Sport 300 Air,Кемерово,653.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Yamaha YBR 125,Красноярск,5184.0,125,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235000,Kawasaki KLX 125,Владивосток,21000.0,125,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235000,Motoland GS 250,Бийск,1220.0,420,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Regulmoto XADV,Хабаровск,0.0,279,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Yamaha TT-R 250 Raid,Горно-Алтайск,44000.0,250,29,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235000,Regulmoto XADV,Благовещенск,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Regulmoto Crosstrec 300,Владивосток,0.0,300,2,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Yamaha FZX 750,Барнаул,,750,37,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235000,Kews K16 NB300,Китай<!-- --> <!-- -->→<!-- --> <!-- -->Уссурийск,0.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Suzuki Gixxer 150,Владивосток,15681.0,154,5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
235000,BRZ X5M,Красноярск,22.0,250,3,,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Regulmoto CR-Z 300,Владивосток,4353.0,300,2,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Motoland CBR 250,Нурлат,500.0,250,2,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Yamaha XT 225,Владивосток,,225,33,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235000,Regulmoto XADV,Новосибирск,0.0,300,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Honda Shadow 1100,Владивосток,12654.0,1099,29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235000,Yamaha YS 125,Владивосток,4176.0,125,8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235000,Honda XLR 250 Baja,Чита,9230.0,250,30,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235000,Kawasaki KLE 400,Владивосток,34852.0,398,27,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235000,Roliz Sport-002,Хабаровск,30.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Motoland GS 250,Красноярск,500.0,250,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Regulmoto ZR 250,Хабаровск,0.0,300,1,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Yamaha XT 400,Уссурийск,159000.0,399,28,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235000,Regulmoto ADV 300 NB,Владивосток,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Regulmoto XADV,Чита,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Regulmoto Holeshot,Владивосток,180.0,300,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Honda FTR 223,Владивосток,,223,25,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235000,Kews K16 NB300,Томск,10.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Motoland FX 300,Красноярск,0.0,300,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Honda CRM250R,Раздольное,11298.0,249,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235000,Honda Steed 400,Краснодар,10000.0,400,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235000,Yamaha XJR 400,Каменск,21600.0,400,30,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235000,Yamaha WR 250F,Владивосток,,250,24,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235000,Kawasaki KLE 250,Тюмень,24000.0,250,32,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235000,Regulmoto CR-Z 300,Владивосток,2500.0,300,2,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Kews K16 NB300,Новороссийск,0.0,300,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Honda XLR 250R,Новосибирск,,249,16,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235000,Honda CBR 250R,Уссурийск,,250,11,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235000,BSE Z10,Ангарск,1400.0,250,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,Regulmoto Crosstrec 300,Благовещенск,1700.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,BSE Z10,Новосибирск,734.0,250,3,,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235990,Kayo T2 300 Enduro PR,Бийск,0.0,300,1,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236000,Regulmoto Holeshot Red Edition,Шарыпово,800.0,300,2,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237600,Bajaj Pulsar 180,Владивосток,0.0,178,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238000,Suzuki RF 400R,Владивосток,39920.0,399,31,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238000,Yamaha FJ 1200,Междуреченск,52000.0,1200,38,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
238000,Bajaj Pulsar NS 125,Нерчинск,0.0,125,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238000,Bajaj Pulsar NS 125,Новосибирск,0.0,125,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238000,BSE Z9,Алапаевск,50.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto Norden,Новосибирск,1.0,280,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto CR-X Pro,Белово,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Suzuki DR 250S,Толмачево,10968.0,250,30,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
239000,Regulmoto Norden,Владивосток,0.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto Norden,Бийск,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto CR-X Pro,Чита,0.0,300,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto CR-X Pro,Хабаровск,0.0,271,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto Norden,Благовещенск,0.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto Norden,Томск,0.0,250,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto CR-X Pro,Новосибирск,0.0,300,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto CR-X Pro,Владивосток,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Yamaha TT-R 250,Куйбышев,15000.0,250,32,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
239000,Regulmoto Norden,Томск,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto CR-X 300,Комсомольск-на-Амуре,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto CR-X Pro,Уссурийск,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto CR-X Pro,Новосибирск,0.0,271,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto Norden,Красноярск,0.0,300,1,,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,Regulmoto CR-X Pro,Владивосток,0.0,300,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239800,Apollo M3,Великие Луки,0.0,300,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240000,Yamaha Serow,Владивосток,35000.0,225,32,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240000,Motoland GS 250,Чита,0.0,250,1,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240000,Kawasaki KX 250F,Владивосток,,250,21,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240000,Yamaha YBR 125G,Владивосток,1000.0,125,17,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240000,Yamaha TT-R 250 Raid,Уссурийск,,250,29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240000,Racer RC250GY-C2,Тулун,2500.0,250,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
