Стоимость,Модель,Город,Пробег,Объём двигателя,Возраст мотоцикла,Коробка (код),Тактность (код),Подача топлива (код),Топливо_бензин,Топливо_газ,Топливо_дизель,Топливо_электро,Город_Другое,Город_Ленинградская область,Город_Москва,Город_Московская область,Город_Прочие города миллионники,Город_Санкт-Петербург,Бренд_Benelli,Бренд_CFMoto,Бренд_Ducati,Бренд_Harley-Davidson,Бренд_Honda,Бренд_Indian,Бренд_Kawasaki,Бренд_MV Agusta,Бренд_Royal Enfield,Бренд_Suzuki,Бренд_Triumph,Бренд_Yamaha,Бренд_Другое
86,Cobra Crossfire,Уфа,10.0,150,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6000,Урал ИМЗ 8.103-10,Пограничный,10.0,499,34,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6500,Днепр 16М,Барабинск,,450,40,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9999,Honda CBR 919RR,Спасск-Дальний,50000.0,919,26,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10000,Иж Планета 3,Красный Чикой,,350,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12000,Иж 5,Курья,19000.0,350,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12500,Kayo Basic YX125,Набережные Челны,500.0,125,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13000,ЗиД Ковровец,Выкса,5000.0,175,46,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,Иж Юпитер 4,Старобалтачево,99999.0,350,39,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,Урал 5557,Нижнеудинск,20000.0,750,31,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,Иж Планета 4,Зерноград,999.0,350,26,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,Урал 5557,Глазов,20000.0,620,38,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,Минск 1,Саратов,,125,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,Восход 2М,Магнитогорск,10000.0,175,47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17000,Иж 3,Москва,,7,38,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18000,Иж Юпитер,Варгаши,,350,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18000,Racer Alpha,Екатеринбург,10.0,50,2,,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19000,Иж Планета 5,Гурьевск,10000.0,350,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Иж Планета 5,Выкса,5000.0,350,30,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Irbis Virago,Ермолино,4000.0,110,13,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Иж Планета 2,Саяногорск,,350,58,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Днепр 11,Томск,8556655.0,50,37,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Днепр МТ-9,Евпатория,300000.0,649,52,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Kayo Basic YX125 KRZ,Перелюб,215.0,125,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Урал М-67 36,Ачинск,,750,42,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Минск ММВЗ-3.112,Пучеж,8000.0,125,43,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Восход 2М,Тавда,5000.0,175,41,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Восход 3М,Вязники,3000.0,190,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Argo Avenger 750 EFI,Арти,349.0,200,3,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,Иж Юпитер 5,Челябинск,,100,40,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23000,Минск C 125,Ижевск,8382.0,125,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24000,Минск ММВЗ-3.112.15,Миллерово,3000.0,125,40,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24000,Минск М 106,Северск,4006.0,125,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24000,Racer Alpha,Залари,700.0,125,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Урал М-72М,Магдагачи,32000.0,32,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Минск ММВЗ-3.112.12,Сергач,,125,39,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Иж Планета 3,Норильск,50000.0,350,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Иж Юпитер 5,Чусовой,67536.0,350,45,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Alpha 110,Намцы,,110,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Урал ИМЗ 8.103-10,Коряжма,6950.0,650,29,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Урал М-67 36,Краснокаменск,20000.0,650,45,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Baltmotors Motard 250 DD,Александров,310.0,160,16,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Восход 3М,Назарово,9999.0,125,35,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Днепр 11,Сальск,25000.0,450,30,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Иж Юпитер 2,Ленинск-Кузнецкий,200.0,400,46,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Днепр 11,Чунский,77777.0,30,37,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,Минск C 125,Тара,30000.0,125,45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26000,Восход 3,Саранск,10.0,175,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27000,ТМЗ Муравей 2,Спасск-Дальний,1100.0,200,31,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27000,Восход 2М,Анжеро-Судженск,3000.0,175,36,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28000,Irbis TTR 125,Шахты,777.0,150,8,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28000,Motoland XT 50,Красноярск,100.0,49,2,1,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28000,Alpha 110,Гусиноозёрск,160.0,110,13,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28000,KXD DB 703,Москва,0.0,49,1,,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28000,Иж 5,Аксарайский,,350,38,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29000,Восход 3М-01,Улан-Удэ,,175,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29000,Racer Magnum RC200-C5B,Верхнеяркеево,,200,12,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29500,Apollo RXF Mini,Москва,0.0,49,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29500,ABM GX,Москва,1.0,49,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер 4,Камень-на-Оби,2000.0,350,42,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер 5,Брянск,,250,39,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Irbis TTR 125,Кимовск,500.0,125,13,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Планета,Черемхово,24000.0,350,60,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Планета 3,Саракташ,2000.0,350,30,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж 5,Голышманово,15000.0,27,38,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Мотоальфа A-1,Александров,312.0,110,18,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Урал Ретро,Крыловская,20000.0,170,35,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Урал М-61,Лобаново,75698.0,650,42,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,ЗиД Ковровец,Нижний Ломов,10000.0,175,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Планета 5,Поспелиха,50000.0,350,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Irbis GS 110,Бор,2000.0,110,11,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер 3,Новоалтайск,28185.0,350,51,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж 49,Чита,20000.0,350,54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Motoland XT 50,Натухаевская,111.0,49,5,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Минск M 125,Тобольск,5000.0,125,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Альфамото Korsar YM250-A2,Чита,8000.0,110,5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер 3,Москва,11000.0,350,49,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер 5,Чита,2222.0,350,48,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Урал ИМЗ 8.103-40,Ключи,34856.0,650,42,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Урал ИМЗ 8.103-10,Красноярск,55555.0,650,53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Планета 4,Тисуль,,346,35,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж 3,Ребриха,49000.0,350,49,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Планета 5,Берёзовский,25000.0,350,34,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,ТМЗ Муравей,Абакан,10000.0,200,33,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,ЗиД Ковровец,Залари,31800.0,175,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Урал М-67,Саянский,,649,49,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер 2,Тюмень,1000.0,350,64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер,Полысаево,200000.0,350,35,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер 4,Волгореченск,150000.0,350,42,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер 5,Берёзовский,,349,29,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер 5,Таврическое,12863.0,350,37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Apollo RXF Mini,Китай<!-- --> <!-- -->→<!-- --> <!-- -->Владивосток,0.0,49,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Orion 50-72a,Иркутск,100.0,50,2,1,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Ява 350-360,Бердск,111111.0,350,58,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Apollo RXF Mini,Китай<!-- --> <!-- -->→<!-- --> <!-- -->Владивосток,0.0,49,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Планета 3,Тайга,,350,43,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Минск C 125,Пенза,2000.0,125,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Motoland JKS125,Чита,1000.0,124,5,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,ТМЗ Муравей,Курган,45000.0,,45,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Днепр 11,Набережные Челны,666666.0,650,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Иж Юпитер 4,Заокский,68494.0,350,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,Днепр МТ-9,Новокубанск,399999.0,650,32,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32000,Минск M 125,Томск,0.0,125,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32000,ТМЗ Муравей,Новосибирск,,350,35,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32000,Восход 3М,Каменск-Уральский,16000.0,175,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33000,Иж Планета 2,Ачинск,35000.0,350,49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33000,Иж Юпитер 3,Красноярск,111.0,111,45,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34000,Иж 5,Аксарайский,54932.0,350,36,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34000,Урал М-67,Буинск,28000.0,649,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Минск ММВЗ-3.112,Подосиновец,9000.0,125,46,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Иж Юпитер 4,Большая Ирба,666666.0,347,44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Иж Юпитер 5,Сурское,23000.0,350,30,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Минск M 125,Усть-Карск,1.0,125,49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Kayo Basic TT125,Шепси,1000.0,160,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Восход 3М,Анжеро-Судженск,100.0,175,35,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Wels Thunder Mini 2T,Уссурийск,1.0,49,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,ТМЗ Муравей,Курган,3400.0,200,57,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Урал М-61,Новочеркасск,50.0,50,39,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Урал М-67 36,Шилка,1000.0,650,44,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,ТМЗ ТМЗ-5.971,Находка,1179.0,200,44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Восход 3М-01,Иркутск,8000.0,200,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,ТМЗ 802,Чита,44455.0,200,48,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Racer Pitbike RC125-PE,Ноглики,500.0,160,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Иж 350,Яя,,350,26,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Минск C 125,Иркутск,,11111,34,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Иж Юпитер 2,Новосибирск,12222.0,350,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Урал М-67,Майма,963963.0,120,45,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Восход 3М,Усть-Большерецк,200000.0,200,36,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Иж Юпитер 4,Хомутово,18455.0,350,51,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Musstang MT150-6,Нижнегорский,4869.0,72,17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Минск ММВЗ-3.112,Анапа,4868.0,125,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Иж 5,Юго-Камский,,300,35,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Урал ИМЗ 8.103-30,Бийск,100.0,649,38,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Irbis Irokez,Еманжелинск,5000.0,125,15,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Иж Планета 5,Боград,1000.0,350,39,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Урал 5557,Новосибирск,25000.0,649,47,,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Урал Турист,Баляга,60000.0,1,36,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,Иж 5,Уфа,111111.0,350,38,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35390,GS Motors S5,Новосибирск,0.0,50,1,,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36500,STELS SB200,Уфа,13000.0,200,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37000,Motoland XT 50,Зыково,1000.0,50,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37500,Урал М-67,Москва,25000.0,650,45,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38000,ТМЗ 802,Абакан,10655.0,200,46,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Восход 3М,Киржач,,175,36,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Урал ИМЗ 8.103-10,Черемхово,200000.0,650,30,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Восход 3М,Заводоуковск,999.0,175,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Иж Планета 2,Курагино,100000.0,349,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Иж Планета 5,Фоки,30000.0,346,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Иж Планета 5,Белгород,100000.0,350,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Урал М-62,Бийск,33333.0,200,37,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Днепр МТ-10-36,Бабынино,20000.0,650,35,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Racer Enduro RC150-GY,Чернышевск,5000.0,150,6,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Урал ИМЗ 8.103,Нема,30000.0,649,37,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Иж Юпитер 5,Острогожск,,350,39,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Днепр 11,Симферополь,25968.0,650,39,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Урал М-62,Вязники,5555.0,650,47,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Suzuki GS 250,Находка,25000.0,250,40,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40000,Иж 350,Лукоянов,2000.0,346,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Tiger Sport,Владивосток,10.0,,1,1,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Минск C 125,Крымск,2000.0,125,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Минск М 105,Новосибирск,17000.0,125,57,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Иж 5,Уфа,999.0,350,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Минск C 125,Батайск,13012.0,125,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Racer Magnum RC250-C5B,Могзон,5000.0,250,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Иж 56,Назарово,3600.0,350,65,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Иж Планета 3,Угловское,4217.0,350,83,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Урал ИМЗ 8.103-10,Владивосток,,650,36,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Минск ММВЗ-3.112,Чистополь,2000.0,125,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Racer Nitro RC200-CK,Таштагол,20000.0,200,9,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Урал М-67,Бичура,,650,39,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Alpha 110,Абакан,5000.0,110,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Урал М-67,Улеты,140000.0,672,50,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,ТМЗ Муравей,Минусинск,10000.0,199,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Урал М-67,Кирсанов,53000.0,750,47,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,Иж Юпитер 5,Павловск,80000.0,350,36,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
