,Стоимость,Модель,Год выпуска,Город,Пробег,Объём двигателя,Тип топлива,Тип подачи топлива,Тактность,Коробка передач
12484,740000 ₽,Kawasaki Versys 1000, 2013,Иркутск,62 698 км,1043 куб. см.,-,-,-,-
12485,740000 ₽,Gas Gas EC, 2021,Смоленск,3 450 км,350 куб. см.,бензин,инжектор,4-тактный,механика
12486,740000 ₽,Yamaha MT-09, 2014,Хабаровск,14 500 км,900 куб. см.,бензин,инжектор,4-тактный,механика
12487,741000 ₽,Harley-Davidson Sportster XLCH, 2022,Минск,1 390 км,883 куб. см.,бензин,инжектор,4-тактный,механика
12488,741000 ₽,Suzuki V-Strom 1000, 2015,Минск,43 440 км,1037 куб. см.,бензин,-,4-тактный,-
12489,745000 ₽,BMW F 800 R, 2015,Иркутск,17 867 км,798 куб. см.,-,-,-,механика
12490,745000 ₽,Kawasaki Ninja, 2021,Красноярск,8 984 км,400 куб. см.,бензин,инжектор,4-тактный,механика
12491,745000 ₽,Honda CTX 700, 2015,Владивосток,19 000 км,700 куб. см.,бензин,инжектор,4-тактный,автомат
12492,745000 ₽,Yamaha YZF-R1, 2007,Владивосток,-,1000 куб. см.,бензин,инжектор,4-тактный,механика
12493,745000 ₽,Honda CB 650F, 2017,Иркутск,34 013 км,650 куб. см.,-,-,-,механика
12494,745000 ₽,Yamaha MT-07A, 2015,Владивосток,6 000 км,700 куб. см.,бензин,инжектор,4-тактный,механика
12495,745000 ₽,Honda NM4, 2016,Новосибирск,28 800 км,750 куб. см.,бензин,-,4-тактный,-
12496,745000 ₽,Voge 650DSX Adventure, 2023,Красноярск,-,652 куб. см.,бензин,инжектор,4-тактный,механика
12497,745000 ₽,Honda NC 750X, 2020,Уссурийск,47 888 км,745 куб. см.,бензин,инжектор,4-тактный,механика
12498,745000 ₽,Honda VFR 1200F, 2012,Владивосток,-,1200 куб. см.,бензин,-,4-тактный,-
12499,745000 ₽,Kawasaki Z 800, 2015,Владивосток,4 765 км,800 куб. см.,бензин,инжектор,4-тактный,механика
12500,745000 ₽,Suzuki V-Strom 650, 2019,Находка,45 000 км,650 куб. см.,бензин,-,4-тактный,-
12501,745000 ₽,Honda CB 650F, 2018,Владивосток,11 709 км,650 куб. см.,бензин,-,4-тактный,механика
12502,745000 ₽,Yamaha XSR900, 2016,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Владивосток,44 000 км,850 куб. см.,бензин,-,-,механика
12503,745700 ₽,Yamaha XT 660X, 2013,Хабаровск,12 933 км,660 куб. см.,бензин,инжектор,4-тактный,механика
12504,748000 ₽,Kawasaki Ninja 1000, 2012,Красноярск,20 000 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12505,749000 ₽,Kawasaki Ninja ZX-6R, 2010,Нальчик,30 000 км,599 куб. см.,бензин,инжектор,4-тактный,механика
12506,749000 ₽,Yamaha FZ 08, 2011,Краснокамск,24 390 км,800 куб. см.,бензин,-,4-тактный,-
12507,749000 ₽,QJMotor SRK 700, 2024,Новосибирск,-,698 куб. см.,бензин,-,4-тактный,-
12508,749000 ₽,Suzuki GSR 750, 2013,Хабаровск,8 000 км,750 куб. см.,бензин,инжектор,4-тактный,механика
12509,749000 ₽,Triumph Tiger 800, 2013,Краснодар,52 222 км,800 куб. см.,бензин,-,4-тактный,механика
12510,749000 ₽,Yamaha MT-07, 2015,Новосибирск,9 970 км,689 куб. см.,бензин,-,4-тактный,-
12511,749000 ₽,Honda CBR 1000RR Fireblade, 2004,Абакан,29 000 км,1000 куб. см.,-,-,4-тактный,механика
12512,749000 ₽,Harley-Davidson Electra Glide Standart FLHT, 2006,Владивосток,45 000 км,1250 куб. см.,бензин,-,4-тактный,-
12513,749000 ₽,Yamaha YZF-R1, 2008,Екатеринбург,32 500 км,998 куб. см.,бензин,инжектор,4-тактный,механика
12514,749000 ₽,Honda CBR 650F, 2014,Барнаул,35 000 км,649 куб. см.,бензин,инжектор,4-тактный,механика
12515,749000 ₽,Honda CBR 650F, 2015,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Барнаул,37 000 км,650 куб. см.,бензин,инжектор,4-тактный,механика
12516,749000 ₽,QJMotor SRK 600, 2024,Сочи,-,600 куб. см.,бензин,инжектор,4-тактный,механика
12517,749000 ₽,QJMotor SRK 600, 2024,Новосибирск,-,600 куб. см.,бензин,-,4-тактный,-
12518,749000 ₽,Harley-Davidson V-Rod VRSCA, 2002,Новосибирск,14 000 км,1131 куб. см.,бензин,-,4-тактный,механика
12519,749900 ₽,KTM 390 Adventure, 2024,Новосибирск,-,390 куб. см.,бензин,-,4-тактный,-
12520,750000 ₽,Honda NC 750SA, 2017,Новосибирск,14 593 км,745 куб. см.,бензин,инжектор,4-тактный,механика
12521,750000 ₽,Kawasaki Ninja 1000, 2013,Благовещенск,33 300 км,1000 куб. см.,бензин,-,4-тактный,-
12522,750000 ₽,Yamaha MT-09, 2017,Москва,27 561 км,850 куб. см.,бензин,инжектор,4-тактный,механика
12523,750000 ₽,Honda CB 1100, 2010,Кемерово,35 743 км,1100 куб. см.,бензин,инжектор,4-тактный,механика
12524,750000 ₽,Suzuki V-Strom 650, 2018,Уссурийск,46 000 км,650 куб. см.,бензин,-,4-тактный,-
12525,750000 ₽,Sherco Sherco, 2023,Екатеринбург,1 080 км,300 куб. см.,бензин,карбюратор,2-тактный,механика
12526,750000 ₽,KTM 690 SMC, 2016,Севастополь,29 000 км,690 куб. см.,бензин,инжектор,4-тактный,механика
12527,750000 ₽,Kove 500X Euro5, 2024,Новосибирск,-,500 куб. см.,бензин,-,4-тактный,-
12528,750000 ₽,Kawasaki VN Vulcan 1500, 2003,Находка,13 439 км,1500 куб. см.,бензин,инжектор,4-тактный,механика
12529,750000 ₽,Kawasaki VN Vulcan 1600, 2005,Новосибирск,17 000 км,1600 куб. см.,бензин,-,4-тактный,-
12530,750000 ₽,Honda VTX 1800, 2006,Москва,40 000 км,1800 куб. см.,-,инжектор,-,механика
12531,750000 ₽,Honda VT 750S, 2012,Владивосток,16 409 км,750 куб. см.,бензин,-,4-тактный,-
12532,750000 ₽,Honda 400XA, 2021,Анапа,18 500 км,400 куб. см.,бензин,инжектор,4-тактный,механика
12533,750000 ₽,Honda XL 700V, 2011,Новокузнецк,22 500 км,700 куб. см.,бензин,инжектор,4-тактный,механика
12534,750000 ₽,Honda CBR 650F, 2018,Новосибирск,38 000 км,650 куб. см.,бензин,инжектор,-,-
12535,750000 ₽,Suzuki GSX-R 1000, 2005,Владивосток,38 125 км,999 куб. см.,бензин,-,4-тактный,-
12536,750000 ₽,Yamaha MT-09A, 2016,Хабаровск,16 000 км,850 куб. см.,бензин,инжектор,4-тактный,механика
12537,750000 ₽,Honda CBR 600F, 2011,Дальнегорск,14 000 км,600 куб. см.,бензин,инжектор,4-тактный,механика
12538,750000 ₽,Kawasaki Ninja 1000, 2012,Хабаровск,18 303 км,1043 куб. см.,бензин,-,4-тактный,-
12539,750000 ₽,Yamaha YZF-R1, 2004,Новосибирск,50 000 км,1000 куб. см.,бензин,-,4-тактный,-
12540,750000 ₽,Yamaha YZ 250FX, 2020,Владивосток,5 000 км,249 куб. см.,бензин,инжектор,-,механика
12541,750000 ₽,Honda CBR 600RR, 2012,Иркутск,29 423 км,600 куб. см.,-,-,-,-
12542,750000 ₽,Yamaha Royal Star Tour Deluxe, 2007,Томск,14 200 км,1300 куб. см.,бензин,-,4-тактный,-
12543,750000 ₽,Harley-Davidson Sportster 1200 XL1200, 2004,Находка,8 123 км,1200 куб. см.,бензин,инжектор,4-тактный,механика
12544,750000 ₽,BMW R 1200 GS, 2005,Нижний Тагил,58 000 км,1200 куб. см.,бензин,-,4-тактный,-
12545,750000 ₽,Suzuki V-Strom 650, 2014,Красноярск,50 000 км,650 куб. см.,бензин,инжектор,4-тактный,механика
12546,750000 ₽,KTM 390 Adventure, 2023,Краснодар,15 км,373 куб. см.,бензин,инжектор,-,механика
12547,750000 ₽,Yamaha FZ 1, 2014,Краснодар,54 926 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12548,750000 ₽,Yamaha FZ 1, 2013,Благовещенск,26 000 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12549,750000 ₽,Harley-Davidson Road King FLHR, 2006,Артём,53 557 км,1450 куб. см.,-,-,-,механика
12550,750000 ₽,BMW R 1200 GS, 2007,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Иркутск,55 997 км,1200 куб. см.,бензин,инжектор,4-тактный,механика
12551,750000 ₽,Victory Vegas, 2016,Тюмень,17 000 км,1732 куб. см.,бензин,инжектор,4-тактный,механика
12552,750000 ₽,KTM 500 EXC, 2015,Омск,3 840 км,510 куб. см.,бензин,-,4-тактный,-
12553,750000 ₽,KTM 950 Adventure, 2003,Иркутск,37 000 км,950 куб. см.,бензин,-,4-тактный,-
12554,750000 ₽,Yamaha MT-09A, 2014,Владивосток,13 483 км,850 куб. см.,бензин,инжектор,4-тактный,механика
12555,750000 ₽,Moto Guzzi Moto Guzzi, 2014,Красноярск,32 999 км,849 куб. см.,бензин,-,4-тактный,-
12556,750000 ₽,Honda NC 750XA, 2019,Омск,7 900 км,750 куб. см.,бензин,-,4-тактный,-
12557,750000 ₽,Harley-Davidson Street 750 XG750, 2019,Новосибирск,3 216 км,750 куб. см.,бензин,инжектор,4-тактный,механика
12558,750000 ₽,Kawasaki Z 1000, 2010,Новосибирск,23 954 км,1000 куб. см.,бензин,-,4-тактный,-
12559,750000 ₽,BMW R 1200 GS, 2008,Артём,60 214 км,1200 куб. см.,-,инжектор,-,механика
12560,750000 ₽,Honda CRF 250L, 2023,Хабаровск,-,250 куб. см.,бензин,-,4-тактный,-
12561,750000 ₽,Honda CBR 1000, 2008,Тихорецк,45 000 км,1000 куб. см.,бензин,инжектор,-,механика
12562,750000 ₽,Harley-Davidson Electra Glide Classic, 2004,Москва,63 000 км,1450 куб. см.,бензин,инжектор,4-тактный,механика
12563,750000 ₽,Yamaha Royal Star, 1997,Чита,34 000 км,1300 куб. см.,бензин,-,4-тактный,-
12564,750000 ₽,Beta Xtrainer 300, 2024,Владивосток,-,300 куб. см.,бензин,карбюратор,2-тактный,механика
12565,750000 ₽,Ducati Multistrada 1200 S Pikes Peak, 2011,Бердск,22 000 км,1200 куб. см.,бензин,-,4-тактный,-
12566,750000 ₽,Rieju MR 300 Pro, 2023,Владивосток,1 км,300 куб. см.,бензин,карбюратор,2-тактный,механика
12567,750000 ₽,Honda VTX 1800, 2006,Владивосток,7 565 км,1800 куб. см.,бензин,-,4-тактный,-
12568,750000 ₽,Yamaha MT-09, 2014,Иркутск,25 741 км,850 куб. см.,бензин,-,4-тактный,-
12569,750000 ₽,Yamaha FZ 1, 2012,Владивосток,14 800 км,998 куб. см.,бензин,инжектор,4-тактный,механика
12570,750000 ₽,Suzuki VL400 Intruder, 1993,Новосибирск,-,1400 куб. см.,бензин,карбюратор,2-тактный,механика
12571,750000 ₽,Kawasaki VN Vulcan 2000, 2006,Москва,28 200 км,2053 куб. см.,бензин,инжектор,4-тактный,механика
12572,750000 ₽,Yamaha MT-09, 2014,Владивосток,10 023 км,850 куб. см.,бензин,инжектор,4-тактный,механика
12573,750000 ₽,Honda VFR 800, 2006,Новосибирск,20 000 км,800 куб. см.,-,инжектор,4-тактный,-
12574,750000 ₽,GR GR500, 2025,Томск,-,500 куб. см.,бензин,инжектор,4-тактный,механика
12575,750000 ₽,Harley-Davidson Road King, 2005,Белогорск,33 020 км,1450 куб. см.,бензин,инжектор,4-тактный,механика
12576,750000 ₽,Honda CBR 1000RR Fireblade, 2007,Большой Камень,25 000 км,1000 куб. см.,бензин,-,4-тактный,-
12577,750000 ₽,Suzuki GSX-R 1000, 2001,Алейск,28 000 км,1000 куб. см.,бензин,-,4-тактный,-
12578,750000 ₽,Honda CBR 1000RR Fireblade, 2006,Горно-Алтайск,14 400 км,998 куб. см.,бензин,инжектор,4-тактный,механика
12579,750000 ₽,KTM 990 Adventure R, 2010,Тюмень,67 000 км,999 куб. см.,-,инжектор,4-тактный,механика
12580,750000 ₽,Honda CRF 250L, 2022,Петропавловск-Камчатский,1 300 км,250 куб. см.,бензин,инжектор,4-тактный,механика
12581,750000 ₽,Honda ST 1300, 2004,Арсеньев,79 500 км,1300 куб. см.,бензин,-,4-тактный,-
12582,750000 ₽,Honda NC 750XD, 2015,Владивосток,14 380 км,750 куб. см.,бензин,инжектор,4-тактный,автомат
12583,750000 ₽,Ducati 1299 Panigale S, 2023,Каа-Хем,150 км,-,электро,-,-,автомат
12584,750000 ₽,Honda CBR 600, 2009,Надым,29 710 км,600 куб. см.,бензин,инжектор,4-тактный,механика
12585,750000 ₽,Honda CBR 1000RR Fireblade, 2005,Благовещенск,18 000 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12586,750000 ₽,Yamaha MT-09, 2014,Иркутск,10 700 км,850 куб. см.,бензин,инжектор,4-тактный,механика
